"profilename";"tablabel";"has_access";"profileid";"tabid";"permissions"
"Google Calendar";"HO Claimed Invoices";"0";"17";"187";"1"
"Google Calendar";"Insurance Companies";"0";"17";"168";"1"
"Google Calendar";"Insurance Company Aliases";"0";"17";"180";"1"
"Google Calendar";"Insureds";"0";"17";"167";"1"
"Google Calendar";"Investors";"0";"17";"146";"1"
"Google Calendar";"Judges";"0";"17";"174";"1"
"Google Calendar";"Law Firm Aliases";"0";"17";"189";"1"
"Google Calendar";"Law Firms";"0";"17";"188";"1"
"Google Calendar";"Leads";"0";"17";"178";"1"
"Google Calendar";"Litigation Contacts";"0";"17";"191";"1"
"Google Calendar";"Litigation Costs";"0";"17";"186";"1"
"Google Calendar";"Mortgage Companies";"0";"17";"190";"1"
"Google Calendar";"Notification";"1";"17";"111";"0"
"Google Calendar";"OpenStreetMap";"1";"17";"110";"0"
"Google Calendar";"OSSMail";"0";"17";"48";"1"
"Google Calendar";"OSSMailView";"0";"17";"54";"1"
"Google Calendar";"OSSTimeControl";"0";"17";"51";"1"
"Google Calendar";"Outside Cases";"0";"17";"182";"1"
"Google Calendar";"Package Email Variants";"0";"17";"163";"1"
"Google Calendar";"Partial Settlements";"1";"17";"192";"0"
"Google Calendar";"Partners Portal Activity";"1";"17";"197";"0"
"Google Calendar";"Password";"0";"17";"50";"1"
"Google Calendar";"Payments";"0";"17";"147";"1"
"Google Calendar";"PermissionInspector";"0";"17";"120";"1"
"Google Calendar";"Placeholders";"0";"17";"165";"1"
"Google Calendar";"Portfolio Purchases";"0";"17";"154";"1"
"Google Calendar";"Portfolios";"0";"17";"138";"1"
"Google Calendar";"Program Algorithms";"1";"17";"193";"0"
"Google Calendar";"Programs";"0";"17";"144";"1"
"Google Calendar";"Provider Contacts";"0";"17";"136";"1"
"Google Calendar";"Provider Eligibility";"0";"17";"141";"1"
"Google Calendar";"Provider Eligibility Conf";"0";"17";"140";"1"
"Google Calendar";"Provider Licenses";"0";"17";"150";"1"
"Google Calendar";"Provider References";"0";"17";"137";"1"
"Google Calendar";"Providers";"0";"17";"135";"1"
"Google Calendar";"Providers Litigation Assi";"1";"17";"196";"0"
"Google Calendar";"RecycleBin";"1";"17";"126";"0"
"Google Calendar";"Rss";"0";"17";"24";"1"
"Google Calendar";"Similar Cases";"0";"17";"176";"1"
"Google Calendar";"Similar Claims";"0";"17";"169";"1"
"Google Calendar";"Similar Texas Cases";"1";"17";"199";"0"
"Google Calendar";"System Parameters";"0";"17";"171";"1"
"Google Calendar";"Tasks";"0";"17";"179";"1"
"Google Calendar";"test adv";"0";"17";"151";"1"
"Google Calendar";"Texas Cases";"1";"17";"200";"0"
"Google Calendar";"User Groups";"0";"17";"181";"1"
"Google Calendar";"Users";"1";"17";"29";"0"
"Investor";"Accounts";"0";"6";"6";"1"
"Investor";"ActivityRegister";"0";"6";"122";"1"
"Investor";"Adjusters";"0";"6";"175";"1"
"Investor";"Announcements";"0";"6";"83";"1"
"Investor";"Api Address";"0";"6";"73";"1"
"Investor";"Approvals";"0";"6";"127";"1"
"Investor";"ApprovalsRegister";"0";"6";"128";"1"
"Investor";"Assets";"0";"6";"37";"1"
"Investor";"Attorneys";"0";"6";"149";"1"
"Investor";"AuditRegister";"0";"6";"125";"1"
"Investor";"BankAccounts";"0";"6";"133";"1"
"Investor";"Batch Errors";"1";"6";"155";"0"
"Investor";"Batch Tasks";"0";"6";"166";"1"
"Investor";"Calendar";"1";"6";"9";"0"
"Investor";"CallHistory";"0";"6";"74";"1"
"Investor";"Campaigns";"0";"6";"26";"1"
"Investor";"Case Handlers";"0";"6";"164";"1"
"Investor";"Cases";"0";"6";"159";"1"
"Investor";"CFixedAssets";"0";"6";"113";"1"
"Investor";"CInternalTickets";"0";"6";"114";"1"
"Investor";"Claim Collections";"1";"6";"172";"0"
"Investor";"Claimed Invoices";"1";"6";"152";"0"
"Investor";"Claims";"1";"6";"139";"0"
"Investor";"Claims Documents Upload";"1";"6";"201";"0"
"Investor";"CMileageLogbook";"0";"6";"116";"1"
"Investor";"Collections";"0";"6";"170";"1"
"Investor";"Comments";"0";"6";"40";"1"
"Investor";"Competition";"0";"6";"93";"1"
"Investor";"Contacts";"0";"6";"4";"1"
"Investor";"Contacts";"0";"6";"177";"1"
"Investor";"Counties";"0";"6";"173";"1"
"Investor";"Courts";"0";"6";"145";"1"
"Investor";"Dashboards";"1";"6";"1";"0"
"Investor";"DataSetRegister";"0";"6";"121";"1"
"Investor";"Document Package Sources";"0";"6";"162";"1"
"Investor";"Document Packages";"0";"6";"158";"1"
"Investor";"Document Templates";"0";"6";"157";"1"
"Investor";"Document Types";"0";"6";"161";"1"
"Investor";"Documents";"1";"6";"8";"0"
"Investor";"DotsPBIReports";"1";"6";"184";"0"
"Investor";"Dropbox Destinations";"1";"6";"185";"0"
"Investor";"EmailTemplates";"0";"6";"112";"1"
"Investor";"Faq";"0";"6";"15";"1"
"Investor";"FBookkeeping";"0";"6";"94";"1"
"Investor";"FCorectingInvoice";"0";"6";"107";"1"
"Investor";"FInvoice";"0";"6";"95";"1"
"Investor";"FInvoiceCost";"0";"6";"115";"1"
"Investor";"FInvoiceProforma";"0";"6";"99";"1"
"Investor";"Help Info";"1";"6";"194";"0"
"Investor";"HelpDesk";"0";"6";"13";"1"
"Investor";"HO Claimed Invoices";"1";"6";"187";"0"
"Investor";"HolidaysEntitlement";"0";"6";"78";"1"
"Investor";"Ideas";"0";"6";"75";"1"
"Investor";"IGDN";"0";"6";"100";"1"
"Investor";"IGDNC";"0";"6";"109";"1"
"Investor";"IGIN";"0";"6";"102";"1"
"Investor";"IGRN";"0";"6";"98";"1"
"Investor";"IGRNC";"0";"6";"108";"1"
"Investor";"IIDN";"0";"6";"101";"1"
"Investor";"IncidentRegister";"0";"6";"124";"1"
"Investor";"Insurance Companies";"1";"6";"168";"0"
"Investor";"Insurance Company Aliases";"0";"6";"180";"1"
"Investor";"Insureds";"1";"6";"167";"0"
"Investor";"Investors";"0";"6";"146";"1"
"Investor";"IPreOrder";"0";"6";"103";"1"
"Investor";"ISTDN";"0";"6";"104";"1"
"Investor";"ISTN";"0";"6";"105";"1"
"Investor";"IStorages";"0";"6";"97";"1"
"Investor";"ISTRN";"0";"6";"106";"1"
"Investor";"Judges";"0";"6";"174";"1"
"Investor";"KnowledgeBase";"0";"6";"96";"1"
"Investor";"Law Firm Aliases";"1";"6";"189";"0"
"Investor";"Law Firms";"1";"6";"188";"0"
"Investor";"Leads";"0";"6";"7";"1"
"Investor";"Leads";"0";"6";"178";"1"
"Investor";"LettersIn";"0";"6";"81";"1"
"Investor";"LettersOut";"0";"6";"82";"1"
"Investor";"Litigation Contacts";"0";"6";"191";"1"
"Investor";"Litigation Costs";"1";"6";"186";"0"
"Investor";"LocationRegister";"0";"6";"123";"1"
"Investor";"Locations";"0";"6";"130";"1"
"Investor";"MailIntegration";"0";"6";"129";"1"
"Investor";"Mortgage Companies";"1";"6";"190";"0"
"Investor";"MultiCompany";"0";"6";"119";"1"
"Investor";"Notification";"1";"6";"111";"0"
"Investor";"Occurrences";"0";"6";"131";"1"
"Investor";"OpenStreetMap";"0";"6";"110";"1"
"Investor";"OSSEmployees";"0";"6";"61";"1"
"Investor";"OSSMail";"0";"6";"48";"1"
"Investor";"OSSMailView";"0";"6";"54";"1"
"Investor";"OSSOutsourcedServices";"0";"6";"57";"1"
"Investor";"OSSPasswords";"0";"6";"60";"1"
"Investor";"OSSSoldServices";"0";"6";"58";"1"
"Investor";"OSSTimeControl";"0";"6";"51";"1"
"Investor";"Outside Cases";"1";"6";"182";"0"
"Investor";"OutsourcedProducts";"0";"6";"59";"1"
"Investor";"Package Email Variants";"0";"6";"163";"1"
"Investor";"Partial Settlements";"1";"6";"192";"0"
"Investor";"Partners";"0";"6";"92";"1"
"Investor";"Partners Portal Activity";"1";"6";"197";"0"
"Investor";"Password";"0";"6";"50";"1"
"Investor";"Payments";"1";"6";"147";"0"
"Investor";"PaymentsIn";"0";"6";"79";"1"
"Investor";"PaymentsOut";"0";"6";"80";"1"
"Investor";"PermissionInspector";"0";"6";"120";"1"
"Investor";"Placeholders";"0";"6";"165";"1"
"Investor";"Portfolio Purchases";"1";"6";"154";"0"
"Investor";"Portfolios";"1";"6";"138";"0"
"Investor";"PriceBooks";"0";"6";"19";"1"
"Investor";"ProductCategory";"0";"6";"132";"1"
"Investor";"Products";"0";"6";"14";"1"
"Investor";"Program Algorithms";"1";"6";"193";"0"
"Investor";"Programs";"1";"6";"144";"0"
"Investor";"Project";"0";"6";"43";"1"
"Investor";"ProjectMilestone";"0";"6";"41";"1"
"Investor";"ProjectTask";"0";"6";"42";"1"
"Investor";"Provider Contacts";"1";"6";"136";"0"
"Investor";"Provider Eligibility";"1";"6";"141";"0"
"Investor";"Provider Eligibility Conf";"0";"6";"140";"1"
"Investor";"Provider Licenses";"1";"6";"150";"0"
"Investor";"Provider References";"1";"6";"137";"0"
"Investor";"Providers";"1";"6";"135";"0"
"Investor";"Providers Litigation Assi";"0";"6";"196";"1"
"Investor";"Queue";"0";"6";"134";"1"
"Investor";"RecycleBin";"0";"6";"126";"1"
"Investor";"Reservations";"0";"6";"84";"1"
"Investor";"Rss";"0";"6";"24";"1"
"Investor";"SCalculations";"0";"6";"88";"1"
"Investor";"Service Contracts";"0";"6";"34";"1"
"Investor";"Services";"0";"6";"35";"1"
"Investor";"Similar Cases";"0";"6";"176";"1"
"Investor";"Similar Claims";"1";"6";"169";"0"
"Investor";"Similar Texas Cases";"1";"6";"199";"0"
"Investor";"SMSNotifier";"0";"6";"45";"1"
"Investor";"SQuoteEnquiries";"0";"6";"85";"1"
"Investor";"SQuotes";"0";"6";"89";"1"
"Investor";"SRecurringOrders";"0";"6";"91";"1"
"Investor";"SRequirementsCards";"0";"6";"87";"1"
"Investor";"SSalesProcesses";"0";"6";"86";"1"
"Investor";"SSingleOrders";"0";"6";"90";"1"
"Investor";"SVendorEnquiries";"0";"6";"117";"1"
"Investor";"System Parameters";"0";"6";"171";"1"
"Investor";"Tasks";"0";"6";"179";"1"
"Investor";"test adv";"0";"6";"151";"1"
"Investor";"Texas Cases";"0";"6";"200";"1"
"Investor";"User Groups";"0";"6";"181";"1"
"Investor";"Users";"0";"6";"29";"1"
"Investor";"Vendors";"0";"6";"18";"1"
"Litigation - Basic (Buyback Team)";"Accounts";"0";"15";"6";"1"
"Litigation - Basic (Buyback Team)";"ActivityRegister";"0";"15";"122";"1"
"Litigation - Basic (Buyback Team)";"Adjusters";"1";"15";"175";"0"
"Litigation - Basic (Buyback Team)";"Announcements";"0";"15";"83";"1"
"Litigation - Basic (Buyback Team)";"Api Address";"0";"15";"73";"1"
"Litigation - Basic (Buyback Team)";"Approvals";"0";"15";"127";"1"
"Litigation - Basic (Buyback Team)";"ApprovalsRegister";"0";"15";"128";"1"
"Litigation - Basic (Buyback Team)";"Assets";"0";"15";"37";"1"
"Litigation - Basic (Buyback Team)";"Attorneys";"1";"15";"149";"0"
"Litigation - Basic (Buyback Team)";"AuditRegister";"0";"15";"125";"1"
"Litigation - Basic (Buyback Team)";"BankAccounts";"0";"15";"133";"1"
"Litigation - Basic (Buyback Team)";"Batch Errors";"1";"15";"155";"0"
"Litigation - Basic (Buyback Team)";"Batch Tasks";"1";"15";"166";"0"
"Litigation - Basic (Buyback Team)";"Calendar";"1";"15";"9";"0"
"Litigation - Basic (Buyback Team)";"CallHistory";"0";"15";"74";"1"
"Litigation - Basic (Buyback Team)";"Campaigns";"0";"15";"26";"1"
"Litigation - Basic (Buyback Team)";"Case Handlers";"1";"15";"164";"0"
"Litigation - Basic (Buyback Team)";"Cases";"1";"15";"159";"0"
"Litigation - Basic (Buyback Team)";"CFixedAssets";"0";"15";"113";"1"
"Litigation - Basic (Buyback Team)";"CInternalTickets";"0";"15";"114";"1"
"Litigation - Basic (Buyback Team)";"Claim Collections";"0";"15";"172";"1"
"Litigation - Basic (Buyback Team)";"Claimed Invoices";"0";"15";"152";"1"
"Litigation - Basic (Buyback Team)";"Claims";"1";"15";"139";"0"
"Litigation - Basic (Buyback Team)";"Claims Documents Upload";"1";"15";"201";"0"
"Litigation - Basic (Buyback Team)";"CMileageLogbook";"0";"15";"116";"1"
"Litigation - Basic (Buyback Team)";"Collections";"1";"15";"170";"0"
"Litigation - Basic (Buyback Team)";"Comments";"1";"15";"40";"0"
"Litigation - Basic (Buyback Team)";"Competition";"0";"15";"93";"1"
"Litigation - Basic (Buyback Team)";"Contacts";"0";"15";"4";"1"
"Litigation - Basic (Buyback Team)";"Contacts";"1";"15";"177";"0"
"Litigation - Basic (Buyback Team)";"Counties";"1";"15";"173";"0"
"Litigation - Basic (Buyback Team)";"Courts";"1";"15";"145";"0"
"Litigation - Basic (Buyback Team)";"Dashboards";"1";"15";"1";"0"
"Litigation - Basic (Buyback Team)";"DataSetRegister";"0";"15";"121";"1"
"Litigation - Basic (Buyback Team)";"Document Package Sources";"1";"15";"162";"0"
"Litigation - Basic (Buyback Team)";"Document Packages";"1";"15";"158";"0"
"Litigation - Basic (Buyback Team)";"Document Templates";"1";"15";"157";"0"
"Litigation - Basic (Buyback Team)";"Document Types";"1";"15";"161";"0"
"Litigation - Basic (Buyback Team)";"Documents";"1";"15";"8";"0"
"Litigation - Basic (Buyback Team)";"DotsPBIReports";"1";"15";"184";"0"
"Litigation - Basic (Buyback Team)";"Dropbox Destinations";"1";"15";"185";"0"
"Litigation - Basic (Buyback Team)";"EmailTemplates";"0";"15";"112";"1"
"Litigation - Basic (Buyback Team)";"Faq";"0";"15";"15";"1"
"Litigation - Basic (Buyback Team)";"FBookkeeping";"0";"15";"94";"1"
"Litigation - Basic (Buyback Team)";"FCorectingInvoice";"0";"15";"107";"1"
"Litigation - Basic (Buyback Team)";"FInvoice";"0";"15";"95";"1"
"Litigation - Basic (Buyback Team)";"FInvoiceCost";"0";"15";"115";"1"
"Litigation - Basic (Buyback Team)";"FInvoiceProforma";"0";"15";"99";"1"
"Litigation - Basic (Buyback Team)";"Help Info";"1";"15";"194";"0"
"Litigation - Basic (Buyback Team)";"HelpDesk";"0";"15";"13";"1"
"Litigation - Basic (Buyback Team)";"HO Claimed Invoices";"1";"15";"187";"0"
"Litigation - Basic (Buyback Team)";"HolidaysEntitlement";"0";"15";"78";"1"
"Litigation - Basic (Buyback Team)";"Ideas";"0";"15";"75";"1"
"Litigation - Basic (Buyback Team)";"IGDN";"0";"15";"100";"1"
"Litigation - Basic (Buyback Team)";"IGDNC";"0";"15";"109";"1"
"Litigation - Basic (Buyback Team)";"IGIN";"0";"15";"102";"1"
"Litigation - Basic (Buyback Team)";"IGRN";"0";"15";"98";"1"
"Litigation - Basic (Buyback Team)";"IGRNC";"0";"15";"108";"1"
"Litigation - Basic (Buyback Team)";"IIDN";"0";"15";"101";"1"
"Litigation - Basic (Buyback Team)";"IncidentRegister";"0";"15";"124";"1"
"Litigation - Basic (Buyback Team)";"Insurance Companies";"1";"15";"168";"0"
"Litigation - Basic (Buyback Team)";"Insurance Company Aliases";"1";"15";"180";"0"
"Litigation - Basic (Buyback Team)";"Insureds";"1";"15";"167";"0"
"Litigation - Basic (Buyback Team)";"Investors";"0";"15";"146";"1"
"Litigation - Basic (Buyback Team)";"IPreOrder";"0";"15";"103";"1"
"Litigation - Basic (Buyback Team)";"ISTDN";"0";"15";"104";"1"
"Litigation - Basic (Buyback Team)";"ISTN";"0";"15";"105";"1"
"Litigation - Basic (Buyback Team)";"IStorages";"0";"15";"97";"1"
"Litigation - Basic (Buyback Team)";"ISTRN";"0";"15";"106";"1"
"Litigation - Basic (Buyback Team)";"Judges";"1";"15";"174";"0"
"Litigation - Basic (Buyback Team)";"KnowledgeBase";"0";"15";"96";"1"
"Litigation - Basic (Buyback Team)";"Law Firm Aliases";"1";"15";"189";"0"
"Litigation - Basic (Buyback Team)";"Law Firms";"1";"15";"188";"0"
"Litigation - Basic (Buyback Team)";"Leads";"0";"15";"7";"1"
"Litigation - Basic (Buyback Team)";"Leads";"1";"15";"178";"0"
"Litigation - Basic (Buyback Team)";"LettersIn";"0";"15";"81";"1"
"Litigation - Basic (Buyback Team)";"LettersOut";"0";"15";"82";"1"
"Litigation - Basic (Buyback Team)";"Litigation Contacts";"1";"15";"191";"0"
"Litigation - Basic (Buyback Team)";"Litigation Costs";"1";"15";"186";"0"
"Litigation - Basic (Buyback Team)";"LocationRegister";"0";"15";"123";"1"
"Litigation - Basic (Buyback Team)";"Locations";"0";"15";"130";"1"
"Litigation - Basic (Buyback Team)";"MailIntegration";"0";"15";"129";"1"
"Litigation - Basic (Buyback Team)";"Mortgage Companies";"1";"15";"190";"0"
"Litigation - Basic (Buyback Team)";"MultiCompany";"0";"15";"119";"1"
"Litigation - Basic (Buyback Team)";"Notification";"1";"15";"111";"0"
"Litigation - Basic (Buyback Team)";"Occurrences";"0";"15";"131";"1"
"Litigation - Basic (Buyback Team)";"OpenStreetMap";"0";"15";"110";"1"
"Litigation - Basic (Buyback Team)";"OSSEmployees";"0";"15";"61";"1"
"Litigation - Basic (Buyback Team)";"OSSMail";"1";"15";"48";"0"
"Litigation - Basic (Buyback Team)";"OSSMailView";"1";"15";"54";"0"
"Litigation - Basic (Buyback Team)";"OSSOutsourcedServices";"0";"15";"57";"1"
"Litigation - Basic (Buyback Team)";"OSSPasswords";"0";"15";"60";"1"
"Litigation - Basic (Buyback Team)";"OSSSoldServices";"0";"15";"58";"1"
"Litigation - Basic (Buyback Team)";"OSSTimeControl";"0";"15";"51";"1"
"Litigation - Basic (Buyback Team)";"Outside Cases";"1";"15";"182";"0"
"Litigation - Basic (Buyback Team)";"OutsourcedProducts";"0";"15";"59";"1"
"Litigation - Basic (Buyback Team)";"Package Email Variants";"1";"15";"163";"0"
"Litigation - Basic (Buyback Team)";"Partial Settlements";"1";"15";"192";"0"
"Litigation - Basic (Buyback Team)";"Partners";"0";"15";"92";"1"
"Litigation - Basic (Buyback Team)";"Partners Portal Activity";"1";"15";"197";"0"
"Litigation - Basic (Buyback Team)";"Password";"0";"15";"50";"1"
"Litigation - Basic (Buyback Team)";"Payments";"0";"15";"147";"1"
"Litigation - Basic (Buyback Team)";"PaymentsIn";"0";"15";"79";"1"
"Litigation - Basic (Buyback Team)";"PaymentsOut";"0";"15";"80";"1"
"Litigation - Basic (Buyback Team)";"PermissionInspector";"0";"15";"120";"1"
"Litigation - Basic (Buyback Team)";"Placeholders";"0";"15";"165";"1"
"Litigation - Basic (Buyback Team)";"Portfolio Purchases";"0";"15";"154";"1"
"Litigation - Basic (Buyback Team)";"Portfolios";"1";"15";"138";"0"
"Litigation - Basic (Buyback Team)";"PriceBooks";"0";"15";"19";"1"
"Litigation - Basic (Buyback Team)";"ProductCategory";"0";"15";"132";"1"
"Litigation - Basic (Buyback Team)";"Products";"0";"15";"14";"1"
"Litigation - Basic (Buyback Team)";"Program Algorithms";"1";"15";"193";"0"
"Litigation - Basic (Buyback Team)";"Programs";"0";"15";"144";"1"
"Litigation - Basic (Buyback Team)";"Project";"0";"15";"43";"1"
"Litigation - Basic (Buyback Team)";"ProjectMilestone";"0";"15";"41";"1"
"Litigation - Basic (Buyback Team)";"ProjectTask";"0";"15";"42";"1"
"Litigation - Basic (Buyback Team)";"Provider Contacts";"1";"15";"136";"0"
"Litigation - Basic (Buyback Team)";"Provider Eligibility";"1";"15";"141";"0"
"Litigation - Basic (Buyback Team)";"Provider Eligibility Conf";"1";"15";"140";"0"
"Litigation - Basic (Buyback Team)";"Provider Licenses";"1";"15";"150";"0"
"Litigation - Basic (Buyback Team)";"Provider References";"1";"15";"137";"0"
"Litigation - Basic (Buyback Team)";"Providers";"1";"15";"135";"0"
"Litigation - Basic (Buyback Team)";"Providers Litigation Assi";"0";"15";"196";"1"
"Litigation - Basic (Buyback Team)";"Queue";"0";"15";"134";"1"
"Litigation - Basic (Buyback Team)";"RecycleBin";"0";"15";"126";"1"
"Litigation - Basic (Buyback Team)";"Reservations";"0";"15";"84";"1"
"Litigation - Basic (Buyback Team)";"Rss";"0";"15";"24";"1"
"Litigation - Basic (Buyback Team)";"SCalculations";"0";"15";"88";"1"
"Litigation - Basic (Buyback Team)";"Service Contracts";"0";"15";"34";"1"
"Litigation - Basic (Buyback Team)";"Services";"0";"15";"35";"1"
"Litigation - Basic (Buyback Team)";"Similar Cases";"1";"15";"176";"0"
"Litigation - Basic (Buyback Team)";"Similar Claims";"0";"15";"169";"1"
"Litigation - Basic (Buyback Team)";"Similar Texas Cases";"1";"15";"199";"0"
"Litigation - Basic (Buyback Team)";"SMSNotifier";"0";"15";"45";"1"
"Litigation - Basic (Buyback Team)";"SQuoteEnquiries";"0";"15";"85";"1"
"Litigation - Basic (Buyback Team)";"SQuotes";"0";"15";"89";"1"
"Litigation - Basic (Buyback Team)";"SRecurringOrders";"0";"15";"91";"1"
"Litigation - Basic (Buyback Team)";"SRequirementsCards";"0";"15";"87";"1"
"Litigation - Basic (Buyback Team)";"SSalesProcesses";"0";"15";"86";"1"
"Litigation - Basic (Buyback Team)";"SSingleOrders";"0";"15";"90";"1"
"Litigation - Basic (Buyback Team)";"SVendorEnquiries";"0";"15";"117";"1"
"Litigation - Basic (Buyback Team)";"System Parameters";"0";"15";"171";"1"
"Litigation - Basic (Buyback Team)";"Tasks";"1";"15";"179";"0"
"Litigation - Basic (Buyback Team)";"test adv";"0";"15";"151";"1"
"Litigation - Basic (Buyback Team)";"Texas Cases";"0";"15";"200";"1"
"Litigation - Basic (Buyback Team)";"User Groups";"0";"15";"181";"1"
"Litigation - Basic (Buyback Team)";"Users";"0";"15";"29";"1"
"Litigation - Basic (Buyback Team)";"Vendors";"0";"15";"18";"1"
"Litigation - Basic (Filing Team)";"Accounts";"0";"14";"6";"1"
"Litigation - Basic (Filing Team)";"ActivityRegister";"0";"14";"122";"1"
"Litigation - Basic (Filing Team)";"Adjusters";"1";"14";"175";"0"
"Litigation - Basic (Filing Team)";"Announcements";"0";"14";"83";"1"
"Litigation - Basic (Filing Team)";"Api Address";"0";"14";"73";"1"
"Litigation - Basic (Filing Team)";"Approvals";"0";"14";"127";"1"
"Litigation - Basic (Filing Team)";"ApprovalsRegister";"0";"14";"128";"1"
"Litigation - Basic (Filing Team)";"Assets";"0";"14";"37";"1"
"Litigation - Basic (Filing Team)";"Attorneys";"1";"14";"149";"0"
"Litigation - Basic (Filing Team)";"AuditRegister";"0";"14";"125";"1"
"Litigation - Basic (Filing Team)";"BankAccounts";"0";"14";"133";"1"
"Litigation - Basic (Filing Team)";"Batch Errors";"1";"14";"155";"0"
"Litigation - Basic (Filing Team)";"Batch Tasks";"1";"14";"166";"0"
"Litigation - Basic (Filing Team)";"Calendar";"1";"14";"9";"0"
"Litigation - Basic (Filing Team)";"CallHistory";"0";"14";"74";"1"
"Litigation - Basic (Filing Team)";"Campaigns";"0";"14";"26";"1"
"Litigation - Basic (Filing Team)";"Case Handlers";"1";"14";"164";"0"
"Litigation - Basic (Filing Team)";"Cases";"1";"14";"159";"0"
"Litigation - Basic (Filing Team)";"CFixedAssets";"0";"14";"113";"1"
"Litigation - Basic (Filing Team)";"CInternalTickets";"0";"14";"114";"1"
"Litigation - Basic (Filing Team)";"Claim Collections";"0";"14";"172";"1"
"Litigation - Basic (Filing Team)";"Claimed Invoices";"0";"14";"152";"1"
"Litigation - Basic (Filing Team)";"Claims";"1";"14";"139";"0"
"Litigation - Basic (Filing Team)";"Claims Documents Upload";"1";"14";"201";"0"
"Litigation - Basic (Filing Team)";"CMileageLogbook";"0";"14";"116";"1"
"Litigation - Basic (Filing Team)";"Collections";"1";"14";"170";"0"
"Litigation - Basic (Filing Team)";"Comments";"1";"14";"40";"0"
"Litigation - Basic (Filing Team)";"Competition";"0";"14";"93";"1"
"Litigation - Basic (Filing Team)";"Contacts";"0";"14";"4";"1"
"Litigation - Basic (Filing Team)";"Contacts";"1";"14";"177";"0"
"Litigation - Basic (Filing Team)";"Counties";"1";"14";"173";"0"
"Litigation - Basic (Filing Team)";"Courts";"1";"14";"145";"0"
"Litigation - Basic (Filing Team)";"Dashboards";"1";"14";"1";"0"
"Litigation - Basic (Filing Team)";"DataSetRegister";"0";"14";"121";"1"
"Litigation - Basic (Filing Team)";"Document Package Sources";"1";"14";"162";"0"
"Litigation - Basic (Filing Team)";"Document Packages";"1";"14";"158";"0"
"Litigation - Basic (Filing Team)";"Document Templates";"1";"14";"157";"0"
"Litigation - Basic (Filing Team)";"Document Types";"1";"14";"161";"0"
"Litigation - Basic (Filing Team)";"Documents";"1";"14";"8";"0"
"Litigation - Basic (Filing Team)";"DotsPBIReports";"1";"14";"184";"0"
"Litigation - Basic (Filing Team)";"Dropbox Destinations";"1";"14";"185";"0"
"Litigation - Basic (Filing Team)";"EmailTemplates";"0";"14";"112";"1"
"Litigation - Basic (Filing Team)";"Faq";"0";"14";"15";"1"
"Litigation - Basic (Filing Team)";"FBookkeeping";"0";"14";"94";"1"
"Litigation - Basic (Filing Team)";"FCorectingInvoice";"0";"14";"107";"1"
"Litigation - Basic (Filing Team)";"FInvoice";"0";"14";"95";"1"
"Litigation - Basic (Filing Team)";"FInvoiceCost";"0";"14";"115";"1"
"Litigation - Basic (Filing Team)";"FInvoiceProforma";"0";"14";"99";"1"
"Litigation - Basic (Filing Team)";"Help Info";"1";"14";"194";"0"
"Litigation - Basic (Filing Team)";"HelpDesk";"0";"14";"13";"1"
"Litigation - Basic (Filing Team)";"HO Claimed Invoices";"1";"14";"187";"0"
"Litigation - Basic (Filing Team)";"HolidaysEntitlement";"0";"14";"78";"1"
"Litigation - Basic (Filing Team)";"Ideas";"0";"14";"75";"1"
"Litigation - Basic (Filing Team)";"IGDN";"0";"14";"100";"1"
"Litigation - Basic (Filing Team)";"IGDNC";"0";"14";"109";"1"
"Litigation - Basic (Filing Team)";"IGIN";"0";"14";"102";"1"
"Litigation - Basic (Filing Team)";"IGRN";"0";"14";"98";"1"
"Litigation - Basic (Filing Team)";"IGRNC";"0";"14";"108";"1"
"Litigation - Basic (Filing Team)";"IIDN";"0";"14";"101";"1"
"Litigation - Basic (Filing Team)";"IncidentRegister";"0";"14";"124";"1"
"Litigation - Basic (Filing Team)";"Insurance Companies";"1";"14";"168";"0"
"Litigation - Basic (Filing Team)";"Insurance Company Aliases";"1";"14";"180";"0"
"Litigation - Basic (Filing Team)";"Insureds";"1";"14";"167";"0"
"Litigation - Basic (Filing Team)";"Investors";"0";"14";"146";"1"
"Litigation - Basic (Filing Team)";"IPreOrder";"0";"14";"103";"1"
"Litigation - Basic (Filing Team)";"ISTDN";"0";"14";"104";"1"
"Litigation - Basic (Filing Team)";"ISTN";"0";"14";"105";"1"
"Litigation - Basic (Filing Team)";"IStorages";"0";"14";"97";"1"
"Litigation - Basic (Filing Team)";"ISTRN";"0";"14";"106";"1"
"Litigation - Basic (Filing Team)";"Judges";"1";"14";"174";"0"
"Litigation - Basic (Filing Team)";"KnowledgeBase";"0";"14";"96";"1"
"Litigation - Basic (Filing Team)";"Law Firm Aliases";"1";"14";"189";"0"
"Litigation - Basic (Filing Team)";"Law Firms";"1";"14";"188";"0"
"Litigation - Basic (Filing Team)";"Leads";"0";"14";"7";"1"
"Litigation - Basic (Filing Team)";"Leads";"1";"14";"178";"0"
"Litigation - Basic (Filing Team)";"LettersIn";"0";"14";"81";"1"
"Litigation - Basic (Filing Team)";"LettersOut";"0";"14";"82";"1"
"Litigation - Basic (Filing Team)";"Litigation Contacts";"1";"14";"191";"0"
"Litigation - Basic (Filing Team)";"Litigation Costs";"1";"14";"186";"0"
"Litigation - Basic (Filing Team)";"LocationRegister";"0";"14";"123";"1"
"Litigation - Basic (Filing Team)";"Locations";"0";"14";"130";"1"
