"profilename";"tablabel";"operation_name";"has_access";"profileid";"tabid";"operation";"permissions"
"Litigation Manager";"IIDN";"Delete";"0";"12";"101";"2";"1"
"Litigation Manager";"IIDN";"Create";"1";"12";"101";"7";"0"
"Litigation Manager";"IncidentRegister";"View";"1";"12";"124";"0";"0"
"Litigation Manager";"IncidentRegister";"Edit";"1";"12";"124";"1";"0"
"Litigation Manager";"IncidentRegister";"Delete";"0";"12";"124";"2";"1"
"Litigation Manager";"IncidentRegister";"Create";"1";"12";"124";"7";"0"
"Litigation Manager";"Insurance Companies";"View";"1";"12";"168";"0";"0"
"Litigation Manager";"Insurance Companies";"Edit";"1";"12";"168";"1";"0"
"Litigation Manager";"Insurance Companies";"Delete";"0";"12";"168";"2";"1"
"Litigation Manager";"Insurance Companies";"Create";"1";"12";"168";"7";"0"
"Litigation Manager";"Insurance Company Aliases";"View";"1";"12";"180";"0";"0"
"Litigation Manager";"Insurance Company Aliases";"Edit";"1";"12";"180";"1";"0"
"Litigation Manager";"Insurance Company Aliases";"Delete";"0";"12";"180";"2";"1"
"Litigation Manager";"Insurance Company Aliases";"Create";"1";"12";"180";"7";"0"
"Litigation Manager";"Insureds";"View";"1";"12";"167";"0";"0"
"Litigation Manager";"Insureds";"Edit";"1";"12";"167";"1";"0"
"Litigation Manager";"Insureds";"Delete";"0";"12";"167";"2";"1"
"Litigation Manager";"Insureds";"Create";"1";"12";"167";"7";"0"
"Litigation Manager";"Investors";"View";"1";"12";"146";"0";"0"
"Litigation Manager";"Investors";"Edit";"1";"12";"146";"1";"0"
"Litigation Manager";"Investors";"Delete";"0";"12";"146";"2";"1"
"Litigation Manager";"Investors";"Create";"1";"12";"146";"7";"0"
"Litigation Manager";"IPreOrder";"View";"1";"12";"103";"0";"0"
"Litigation Manager";"IPreOrder";"Edit";"1";"12";"103";"1";"0"
"Litigation Manager";"IPreOrder";"Delete";"0";"12";"103";"2";"1"
"Litigation Manager";"IPreOrder";"Create";"1";"12";"103";"7";"0"
"Litigation Manager";"ISTDN";"View";"1";"12";"104";"0";"0"
"Litigation Manager";"ISTDN";"Edit";"1";"12";"104";"1";"0"
"Litigation Manager";"ISTDN";"Delete";"0";"12";"104";"2";"1"
"Litigation Manager";"ISTDN";"Create";"1";"12";"104";"7";"0"
"Litigation Manager";"ISTN";"View";"1";"12";"105";"0";"0"
"Litigation Manager";"ISTN";"Edit";"1";"12";"105";"1";"0"
"Litigation Manager";"ISTN";"Delete";"0";"12";"105";"2";"1"
"Litigation Manager";"ISTN";"Create";"1";"12";"105";"7";"0"
"Litigation Manager";"IStorages";"View";"1";"12";"97";"0";"0"
"Litigation Manager";"IStorages";"Edit";"1";"12";"97";"1";"0"
"Litigation Manager";"IStorages";"Delete";"0";"12";"97";"2";"1"
"Litigation Manager";"IStorages";"Create";"1";"12";"97";"7";"0"
"Litigation Manager";"ISTRN";"View";"1";"12";"106";"0";"0"
"Litigation Manager";"ISTRN";"Edit";"1";"12";"106";"1";"0"
"Litigation Manager";"ISTRN";"Delete";"0";"12";"106";"2";"1"
"Litigation Manager";"ISTRN";"Create";"1";"12";"106";"7";"0"
"Litigation Manager";"Judges";"View";"1";"12";"174";"0";"0"
"Litigation Manager";"Judges";"Edit";"1";"12";"174";"1";"0"
"Litigation Manager";"Judges";"Delete";"0";"12";"174";"2";"1"
"Litigation Manager";"Judges";"Create";"1";"12";"174";"7";"0"
"Litigation Manager";"KnowledgeBase";"View";"1";"12";"96";"0";"0"
"Litigation Manager";"KnowledgeBase";"Edit";"1";"12";"96";"1";"0"
"Litigation Manager";"KnowledgeBase";"Delete";"0";"12";"96";"2";"1"
"Litigation Manager";"KnowledgeBase";"Create";"1";"12";"96";"7";"0"
"Litigation Manager";"Law Firm Aliases";"View";"1";"12";"189";"0";"0"
"Litigation Manager";"Law Firm Aliases";"Edit";"1";"12";"189";"1";"0"
"Litigation Manager";"Law Firm Aliases";"Delete";"0";"12";"189";"2";"1"
"Litigation Manager";"Law Firm Aliases";"Create";"1";"12";"189";"7";"0"
"Litigation Manager";"Law Firms";"View";"1";"12";"188";"0";"0"
"Litigation Manager";"Law Firms";"Edit";"1";"12";"188";"1";"0"
"Litigation Manager";"Law Firms";"Delete";"0";"12";"188";"2";"1"
"Litigation Manager";"Law Firms";"Create";"1";"12";"188";"7";"0"
"Litigation Manager";"Leads";"View";"1";"12";"7";"0";"0"
"Litigation Manager";"Leads";"View";"1";"12";"178";"0";"0"
"Litigation Manager";"Leads";"Edit";"1";"12";"7";"1";"0"
"Litigation Manager";"Leads";"Edit";"1";"12";"178";"1";"0"
"Litigation Manager";"Leads";"Delete";"0";"12";"7";"2";"1"
"Litigation Manager";"Leads";"Delete";"0";"12";"178";"2";"1"
"Litigation Manager";"Leads";"Create";"1";"12";"7";"7";"0"
"Litigation Manager";"Leads";"Create";"1";"12";"178";"7";"0"
"Litigation Manager";"LettersIn";"View";"1";"12";"81";"0";"0"
"Litigation Manager";"LettersIn";"Edit";"1";"12";"81";"1";"0"
"Litigation Manager";"LettersIn";"Delete";"0";"12";"81";"2";"1"
"Litigation Manager";"LettersIn";"Create";"1";"12";"81";"7";"0"
"Litigation Manager";"LettersOut";"View";"1";"12";"82";"0";"0"
"Litigation Manager";"LettersOut";"Edit";"1";"12";"82";"1";"0"
"Litigation Manager";"LettersOut";"Delete";"0";"12";"82";"2";"1"
"Litigation Manager";"LettersOut";"Create";"1";"12";"82";"7";"0"
"Litigation Manager";"Litigation Contacts";"View";"1";"12";"191";"0";"0"
"Litigation Manager";"Litigation Contacts";"Edit";"1";"12";"191";"1";"0"
"Litigation Manager";"Litigation Contacts";"Delete";"0";"12";"191";"2";"1"
"Litigation Manager";"Litigation Contacts";"Create";"1";"12";"191";"7";"0"
"Litigation Manager";"Litigation Costs";"View";"1";"12";"186";"0";"0"
"Litigation Manager";"Litigation Costs";"Edit";"1";"12";"186";"1";"0"
"Litigation Manager";"Litigation Costs";"Delete";"0";"12";"186";"2";"1"
"Litigation Manager";"Litigation Costs";"Create";"1";"12";"186";"7";"0"
"Litigation Manager";"LocationRegister";"View";"1";"12";"123";"0";"0"
"Litigation Manager";"LocationRegister";"Edit";"1";"12";"123";"1";"0"
"Litigation Manager";"LocationRegister";"Delete";"0";"12";"123";"2";"1"
"Litigation Manager";"LocationRegister";"Create";"1";"12";"123";"7";"0"
"Litigation Manager";"Locations";"View";"1";"12";"130";"0";"0"
"Litigation Manager";"Locations";"Edit";"1";"12";"130";"1";"0"
"Litigation Manager";"Locations";"Delete";"0";"12";"130";"2";"1"
"Litigation Manager";"Locations";"Create";"1";"12";"130";"7";"0"
"Litigation Manager";"Mortgage Companies";"View";"1";"12";"190";"0";"0"
"Litigation Manager";"Mortgage Companies";"Edit";"1";"12";"190";"1";"0"
"Litigation Manager";"Mortgage Companies";"Delete";"0";"12";"190";"2";"1"
"Litigation Manager";"Mortgage Companies";"Create";"1";"12";"190";"7";"0"
"Litigation Manager";"MultiCompany";"View";"1";"12";"119";"0";"0"
"Litigation Manager";"MultiCompany";"Edit";"1";"12";"119";"1";"0"
"Litigation Manager";"MultiCompany";"Delete";"0";"12";"119";"2";"1"
"Litigation Manager";"MultiCompany";"Create";"1";"12";"119";"7";"0"
"Litigation Manager";"Notification";"View";"1";"12";"111";"0";"0"
"Litigation Manager";"Notification";"Edit";"1";"12";"111";"1";"0"
"Litigation Manager";"Notification";"Delete";"0";"12";"111";"2";"1"
"Litigation Manager";"Notification";"Create";"1";"12";"111";"7";"0"
"Litigation Manager";"Occurrences";"View";"1";"12";"131";"0";"0"
"Litigation Manager";"Occurrences";"Edit";"1";"12";"131";"1";"0"
"Litigation Manager";"Occurrences";"Delete";"0";"12";"131";"2";"1"
"Litigation Manager";"Occurrences";"Create";"1";"12";"131";"7";"0"
"Litigation Manager";"OSSEmployees";"View";"1";"12";"61";"0";"0"
"Litigation Manager";"OSSEmployees";"Edit";"1";"12";"61";"1";"0"
"Litigation Manager";"OSSEmployees";"Delete";"0";"12";"61";"2";"1"
"Litigation Manager";"OSSEmployees";"Create";"1";"12";"61";"7";"0"
"Litigation Manager";"OSSMailView";"View";"1";"12";"54";"0";"0"
"Litigation Manager";"OSSMailView";"Edit";"1";"12";"54";"1";"0"
"Litigation Manager";"OSSMailView";"Delete";"0";"12";"54";"2";"1"
"Litigation Manager";"OSSMailView";"Create";"1";"12";"54";"7";"0"
"Litigation Manager";"OSSOutsourcedServices";"View";"1";"12";"57";"0";"0"
"Litigation Manager";"OSSOutsourcedServices";"Edit";"1";"12";"57";"1";"0"
"Litigation Manager";"OSSOutsourcedServices";"Delete";"0";"12";"57";"2";"1"
"Litigation Manager";"OSSOutsourcedServices";"Create";"1";"12";"57";"7";"0"
"Litigation Manager";"OSSPasswords";"View";"1";"12";"60";"0";"0"
"Litigation Manager";"OSSPasswords";"Edit";"1";"12";"60";"1";"0"
"Litigation Manager";"OSSPasswords";"Delete";"0";"12";"60";"2";"1"
"Litigation Manager";"OSSPasswords";"Create";"1";"12";"60";"7";"0"
"Litigation Manager";"OSSSoldServices";"View";"1";"12";"58";"0";"0"
"Litigation Manager";"OSSSoldServices";"Edit";"1";"12";"58";"1";"0"
"Litigation Manager";"OSSSoldServices";"Delete";"0";"12";"58";"2";"1"
"Litigation Manager";"OSSSoldServices";"Create";"1";"12";"58";"7";"0"
"Litigation Manager";"OSSTimeControl";"View";"1";"12";"51";"0";"0"
"Litigation Manager";"OSSTimeControl";"Edit";"1";"12";"51";"1";"0"
"Litigation Manager";"OSSTimeControl";"Delete";"0";"12";"51";"2";"1"
"Litigation Manager";"OSSTimeControl";"Create";"1";"12";"51";"7";"0"
"Litigation Manager";"OutsourcedProducts";"View";"1";"12";"59";"0";"0"
"Litigation Manager";"OutsourcedProducts";"Edit";"1";"12";"59";"1";"0"
"Litigation Manager";"OutsourcedProducts";"Delete";"0";"12";"59";"2";"1"
"Litigation Manager";"OutsourcedProducts";"Create";"1";"12";"59";"7";"0"
"Litigation Manager";"Package Email Variants";"View";"1";"12";"163";"0";"0"
"Litigation Manager";"Package Email Variants";"Edit";"1";"12";"163";"1";"0"
"Litigation Manager";"Package Email Variants";"Delete";"0";"12";"163";"2";"1"
"Litigation Manager";"Package Email Variants";"Create";"1";"12";"163";"7";"0"
"Litigation Manager";"Partial Settlements";"View";"1";"12";"192";"0";"0"
"Litigation Manager";"Partial Settlements";"Edit";"1";"12";"192";"1";"0"
"Litigation Manager";"Partial Settlements";"Delete";"0";"12";"192";"2";"1"
"Litigation Manager";"Partial Settlements";"Create";"1";"12";"192";"7";"0"
"Litigation Manager";"Partners";"View";"1";"12";"92";"0";"0"
"Litigation Manager";"Partners";"Edit";"1";"12";"92";"1";"0"
"Litigation Manager";"Partners";"Delete";"0";"12";"92";"2";"1"
"Litigation Manager";"Partners";"Create";"1";"12";"92";"7";"0"
"Litigation Manager";"Partners Portal Activity";"View";"1";"12";"197";"0";"0"
"Litigation Manager";"Partners Portal Activity";"Edit";"1";"12";"197";"1";"0"
"Litigation Manager";"Partners Portal Activity";"Delete";"1";"12";"197";"2";"0"
"Litigation Manager";"Partners Portal Activity";"Create";"1";"12";"197";"7";"0"
"Litigation Manager";"Payments";"View";"1";"12";"147";"0";"0"
"Litigation Manager";"Payments";"Edit";"1";"12";"147";"1";"0"
"Litigation Manager";"Payments";"Delete";"0";"12";"147";"2";"1"
"Litigation Manager";"Payments";"Create";"1";"12";"147";"7";"0"
"Litigation Manager";"PaymentsIn";"View";"1";"12";"79";"0";"0"
"Litigation Manager";"PaymentsIn";"Edit";"1";"12";"79";"1";"0"
"Litigation Manager";"PaymentsIn";"Delete";"0";"12";"79";"2";"1"
"Litigation Manager";"PaymentsIn";"Create";"1";"12";"79";"7";"0"
"Litigation Manager";"PaymentsOut";"View";"1";"12";"80";"0";"0"
"Litigation Manager";"PaymentsOut";"Edit";"1";"12";"80";"1";"0"
"Litigation Manager";"PaymentsOut";"Delete";"0";"12";"80";"2";"1"
"Litigation Manager";"PaymentsOut";"Create";"1";"12";"80";"7";"0"
"Litigation Manager";"Placeholders";"View";"1";"12";"165";"0";"0"
"Litigation Manager";"Placeholders";"Edit";"1";"12";"165";"1";"0"
"Litigation Manager";"Placeholders";"Delete";"0";"12";"165";"2";"1"
"Litigation Manager";"Placeholders";"Create";"1";"12";"165";"7";"0"
"Litigation Manager";"Portfolio Purchases";"View";"1";"12";"154";"0";"0"
"Litigation Manager";"Portfolio Purchases";"Edit";"1";"12";"154";"1";"0"
"Litigation Manager";"Portfolio Purchases";"Delete";"0";"12";"154";"2";"1"
"Litigation Manager";"Portfolio Purchases";"Create";"1";"12";"154";"7";"0"
"Litigation Manager";"Portfolios";"View";"1";"12";"138";"0";"0"
"Litigation Manager";"Portfolios";"Edit";"1";"12";"138";"1";"0"
"Litigation Manager";"Portfolios";"Delete";"0";"12";"138";"2";"1"
"Litigation Manager";"Portfolios";"Create";"1";"12";"138";"7";"0"
"Litigation Manager";"PriceBooks";"View";"1";"12";"19";"0";"0"
"Litigation Manager";"PriceBooks";"Edit";"1";"12";"19";"1";"0"
"Litigation Manager";"PriceBooks";"Delete";"0";"12";"19";"2";"1"
"Litigation Manager";"PriceBooks";"Create";"1";"12";"19";"7";"0"
"Litigation Manager";"ProductCategory";"View";"1";"12";"132";"0";"0"
"Litigation Manager";"ProductCategory";"Edit";"1";"12";"132";"1";"0"
"Litigation Manager";"ProductCategory";"Delete";"0";"12";"132";"2";"1"
"Litigation Manager";"ProductCategory";"Create";"1";"12";"132";"7";"0"
"Litigation Manager";"Products";"View";"1";"12";"14";"0";"0"
"Litigation Manager";"Products";"Edit";"1";"12";"14";"1";"0"
"Litigation Manager";"Products";"Delete";"0";"12";"14";"2";"1"
"Litigation Manager";"Products";"Create";"1";"12";"14";"7";"0"
"Litigation Manager";"Program Algorithms";"View";"1";"12";"193";"0";"0"
"Litigation Manager";"Program Algorithms";"Edit";"1";"12";"193";"1";"0"
"Litigation Manager";"Program Algorithms";"Delete";"0";"12";"193";"2";"1"
"Litigation Manager";"Program Algorithms";"Create";"1";"12";"193";"7";"0"
"Litigation Manager";"Programs";"View";"1";"12";"144";"0";"0"
"Litigation Manager";"Programs";"Edit";"1";"12";"144";"1";"0"
"Litigation Manager";"Programs";"Delete";"0";"12";"144";"2";"1"
"Litigation Manager";"Programs";"Create";"1";"12";"144";"7";"0"
"Litigation Manager";"Project";"View";"1";"12";"43";"0";"0"
"Litigation Manager";"Project";"Edit";"1";"12";"43";"1";"0"
"Litigation Manager";"Project";"Delete";"0";"12";"43";"2";"1"
"Litigation Manager";"Project";"Create";"1";"12";"43";"7";"0"
"Litigation Manager";"ProjectMilestone";"View";"1";"12";"41";"0";"0"
"Litigation Manager";"ProjectMilestone";"Edit";"1";"12";"41";"1";"0"
"Litigation Manager";"ProjectMilestone";"Delete";"0";"12";"41";"2";"1"
"Litigation Manager";"ProjectMilestone";"Create";"1";"12";"41";"7";"0"
"Litigation Manager";"ProjectTask";"View";"1";"12";"42";"0";"0"
"Litigation Manager";"ProjectTask";"Edit";"1";"12";"42";"1";"0"
"Litigation Manager";"ProjectTask";"Delete";"0";"12";"42";"2";"1"
"Litigation Manager";"ProjectTask";"Create";"1";"12";"42";"7";"0"
"Litigation Manager";"Provider Contacts";"View";"1";"12";"136";"0";"0"
"Litigation Manager";"Provider Contacts";"Edit";"1";"12";"136";"1";"0"
"Litigation Manager";"Provider Contacts";"Delete";"0";"12";"136";"2";"1"
"Litigation Manager";"Provider Contacts";"Create";"1";"12";"136";"7";"0"
"Litigation Manager";"Provider Eligibility";"View";"1";"12";"141";"0";"0"
"Litigation Manager";"Provider Eligibility";"Edit";"1";"12";"141";"1";"0"
"Litigation Manager";"Provider Eligibility";"Delete";"0";"12";"141";"2";"1"
"Litigation Manager";"Provider Eligibility";"Create";"1";"12";"141";"7";"0"
"Litigation Manager";"Provider Eligibility Conf";"View";"1";"12";"140";"0";"0"
"Litigation Manager";"Provider Eligibility Conf";"Edit";"1";"12";"140";"1";"0"
"Litigation Manager";"Provider Eligibility Conf";"Delete";"0";"12";"140";"2";"1"
"Litigation Manager";"Provider Eligibility Conf";"Create";"1";"12";"140";"7";"0"
"Litigation Manager";"Provider Licenses";"View";"1";"12";"150";"0";"0"
"Litigation Manager";"Provider Licenses";"Edit";"1";"12";"150";"1";"0"
"Litigation Manager";"Provider Licenses";"Delete";"0";"12";"150";"2";"1"
"Litigation Manager";"Provider Licenses";"Create";"1";"12";"150";"7";"0"
"Litigation Manager";"Provider References";"View";"1";"12";"137";"0";"0"
"Litigation Manager";"Provider References";"Edit";"1";"12";"137";"1";"0"
"Litigation Manager";"Provider References";"Delete";"0";"12";"137";"2";"1"
"Litigation Manager";"Provider References";"Create";"1";"12";"137";"7";"0"
"Litigation Manager";"Providers";"View";"1";"12";"135";"0";"0"
"Litigation Manager";"Providers";"Edit";"1";"12";"135";"1";"0"
"Litigation Manager";"Providers";"Delete";"0";"12";"135";"2";"1"
"Litigation Manager";"Providers";"Create";"1";"12";"135";"7";"0"
"Litigation Manager";"Queue";"View";"1";"12";"134";"0";"0"
"Litigation Manager";"Queue";"Edit";"1";"12";"134";"1";"0"
"Litigation Manager";"Queue";"Delete";"0";"12";"134";"2";"1"
"Litigation Manager";"Queue";"Create";"1";"12";"134";"7";"0"
"Litigation Manager";"Reservations";"View";"1";"12";"84";"0";"0"
"Litigation Manager";"Reservations";"Edit";"1";"12";"84";"1";"0"
"Litigation Manager";"Reservations";"Delete";"0";"12";"84";"2";"1"
"Litigation Manager";"Reservations";"Create";"1";"12";"84";"7";"0"
"Litigation Manager";"SCalculations";"View";"1";"12";"88";"0";"0"
"Litigation Manager";"SCalculations";"Edit";"1";"12";"88";"1";"0"
"Litigation Manager";"SCalculations";"Delete";"0";"12";"88";"2";"1"
"Litigation Manager";"SCalculations";"Create";"1";"12";"88";"7";"0"
"Litigation Manager";"Service Contracts";"View";"1";"12";"34";"0";"0"
"Litigation Manager";"Service Contracts";"Edit";"1";"12";"34";"1";"0"
"Litigation Manager";"Service Contracts";"Delete";"0";"12";"34";"2";"1"
"Litigation Manager";"Service Contracts";"Create";"1";"12";"34";"7";"0"
"Litigation Manager";"Services";"View";"1";"12";"35";"0";"0"
"Litigation Manager";"Services";"Edit";"1";"12";"35";"1";"0"
"Litigation Manager";"Services";"Delete";"0";"12";"35";"2";"1"
"Litigation Manager";"Services";"Create";"1";"12";"35";"7";"0"
"Litigation Manager";"Similar Cases";"View";"1";"12";"176";"0";"0"
"Litigation Manager";"Similar Cases";"Edit";"1";"12";"176";"1";"0"
"Litigation Manager";"Similar Cases";"Delete";"0";"12";"176";"2";"1"
"Litigation Manager";"Similar Cases";"Create";"1";"12";"176";"7";"0"
"Litigation Manager";"Similar Claims";"View";"1";"12";"169";"0";"0"
"Litigation Manager";"Similar Claims";"Edit";"1";"12";"169";"1";"0"
"Litigation Manager";"Similar Claims";"Delete";"0";"12";"169";"2";"1"
"Litigation Manager";"Similar Claims";"Create";"1";"12";"169";"7";"0"
"Litigation Manager";"Similar Texas Cases";"View";"1";"12";"199";"0";"0"
"Litigation Manager";"Similar Texas Cases";"Edit";"1";"12";"199";"1";"0"
"Litigation Manager";"Similar Texas Cases";"Delete";"0";"12";"199";"2";"1"
"Litigation Manager";"Similar Texas Cases";"Create";"1";"12";"199";"7";"0"
"Litigation Manager";"SMSNotifier";"View";"1";"12";"45";"0";"0"
"Litigation Manager";"SMSNotifier";"Edit";"1";"12";"45";"1";"0"
"Litigation Manager";"SMSNotifier";"Delete";"0";"12";"45";"2";"1"
"Litigation Manager";"SMSNotifier";"Create";"1";"12";"45";"7";"0"
"Litigation Manager";"SQuoteEnquiries";"View";"1";"12";"85";"0";"0"
"Litigation Manager";"SQuoteEnquiries";"Edit";"1";"12";"85";"1";"0"
"Litigation Manager";"SQuoteEnquiries";"Delete";"0";"12";"85";"2";"1"
"Litigation Manager";"SQuoteEnquiries";"Create";"1";"12";"85";"7";"0"
"Litigation Manager";"SQuotes";"View";"1";"12";"89";"0";"0"
"Litigation Manager";"SQuotes";"Edit";"1";"12";"89";"1";"0"
"Litigation Manager";"SQuotes";"Delete";"0";"12";"89";"2";"1"
"Litigation Manager";"SQuotes";"Create";"1";"12";"89";"7";"0"
"Litigation Manager";"SRecurringOrders";"View";"1";"12";"91";"0";"0"
"Litigation Manager";"SRecurringOrders";"Edit";"1";"12";"91";"1";"0"
"Litigation Manager";"SRecurringOrders";"Delete";"0";"12";"91";"2";"1"
"Litigation Manager";"SRecurringOrders";"Create";"1";"12";"91";"7";"0"
"Litigation Manager";"SRequirementsCards";"View";"1";"12";"87";"0";"0"
"Litigation Manager";"SRequirementsCards";"Edit";"1";"12";"87";"1";"0"
"Litigation Manager";"SRequirementsCards";"Delete";"0";"12";"87";"2";"1"
"Litigation Manager";"SRequirementsCards";"Create";"1";"12";"87";"7";"0"
"Litigation Manager";"SSalesProcesses";"View";"1";"12";"86";"0";"0"
"Litigation Manager";"SSalesProcesses";"Edit";"1";"12";"86";"1";"0"
"Litigation Manager";"SSalesProcesses";"Delete";"0";"12";"86";"2";"1"
"Litigation Manager";"SSalesProcesses";"Create";"1";"12";"86";"7";"0"
"Litigation Manager";"SSingleOrders";"View";"1";"12";"90";"0";"0"
"Litigation Manager";"SSingleOrders";"Edit";"1";"12";"90";"1";"0"
"Litigation Manager";"SSingleOrders";"Delete";"0";"12";"90";"2";"1"
"Litigation Manager";"SSingleOrders";"Create";"1";"12";"90";"7";"0"
"Litigation Manager";"SVendorEnquiries";"View";"1";"12";"117";"0";"0"
"Litigation Manager";"SVendorEnquiries";"Edit";"1";"12";"117";"1";"0"
"Litigation Manager";"SVendorEnquiries";"Delete";"0";"12";"117";"2";"1"
"Litigation Manager";"SVendorEnquiries";"Create";"1";"12";"117";"7";"0"
"Litigation Manager";"System Parameters";"View";"1";"12";"171";"0";"0"
"Litigation Manager";"System Parameters";"Edit";"1";"12";"171";"1";"0"
"Litigation Manager";"System Parameters";"Delete";"0";"12";"171";"2";"1"
"Litigation Manager";"System Parameters";"Create";"1";"12";"171";"7";"0"
"Litigation Manager";"Tasks";"View";"1";"12";"179";"0";"0"
"Litigation Manager";"Tasks";"Edit";"1";"12";"179";"1";"0"
"Litigation Manager";"Tasks";"Delete";"0";"12";"179";"2";"1"
"Litigation Manager";"Tasks";"Create";"1";"12";"179";"7";"0"
"Litigation Manager";"test adv";"View";"1";"12";"151";"0";"0"
"Litigation Manager";"test adv";"Edit";"1";"12";"151";"1";"0"
"Litigation Manager";"test adv";"Delete";"0";"12";"151";"2";"1"
"Litigation Manager";"test adv";"Create";"1";"12";"151";"7";"0"
"Litigation Manager";"Texas Cases";"View";"1";"12";"200";"0";"0"
"Litigation Manager";"Texas Cases";"Edit";"1";"12";"200";"1";"0"
"Litigation Manager";"Texas Cases";"Delete";"0";"12";"200";"2";"1"
"Litigation Manager";"Texas Cases";"Create";"1";"12";"200";"7";"0"
"Litigation Manager";"User Groups";"View";"1";"12";"181";"0";"0"
"Litigation Manager";"User Groups";"Edit";"1";"12";"181";"1";"0"
"Litigation Manager";"User Groups";"Delete";"0";"12";"181";"2";"1"
"Litigation Manager";"User Groups";"Create";"1";"12";"181";"7";"0"
"Litigation Manager";"Vendors";"View";"1";"12";"18";"0";"0"
"Litigation Manager";"Vendors";"Edit";"1";"12";"18";"1";"0"
"Litigation Manager";"Vendors";"Delete";"0";"12";"18";"2";"1"
"Litigation Manager";"Vendors";"Create";"1";"12";"18";"7";"0"
"Marketing";"Batch Errors";"View";"1";"10";"155";"0";"0"
"Marketing";"Batch Errors";"Edit";"0";"10";"155";"1";"1"
"Marketing";"Batch Errors";"Delete";"0";"10";"155";"2";"1"
"Marketing";"Batch Errors";"Create";"0";"10";"155";"7";"1"
"Marketing";"Batch Tasks";"View";"1";"10";"166";"0";"0"
"Marketing";"Batch Tasks";"Edit";"0";"10";"166";"1";"1"
"Marketing";"Batch Tasks";"Delete";"0";"10";"166";"2";"1"
"Marketing";"Batch Tasks";"Create";"0";"10";"166";"7";"1"
"Marketing";"Calendar";"View";"1";"10";"9";"0";"0"
"Marketing";"Calendar";"Edit";"1";"10";"9";"1";"0"
"Marketing";"Calendar";"Delete";"0";"10";"9";"2";"1"
"Marketing";"Calendar";"Create";"1";"10";"9";"7";"0"
"Marketing";"Cases";"View";"1";"10";"159";"0";"0"
"Marketing";"Cases";"Edit";"0";"10";"159";"1";"1"
"Marketing";"Cases";"Delete";"0";"10";"159";"2";"1"
"Marketing";"Cases";"Create";"0";"10";"159";"7";"1"
"Marketing";"Claim Collections";"View";"1";"10";"172";"0";"0"
"Marketing";"Claim Collections";"Edit";"0";"10";"172";"1";"1"
"Marketing";"Claim Collections";"Delete";"0";"10";"172";"2";"1"
"Marketing";"Claim Collections";"Create";"0";"10";"172";"7";"1"
"Marketing";"Claimed Invoices";"View";"1";"10";"152";"0";"0"
"Marketing";"Claimed Invoices";"Edit";"0";"10";"152";"1";"1"
"Marketing";"Claimed Invoices";"Delete";"0";"10";"152";"2";"1"
"Marketing";"Claimed Invoices";"Create";"0";"10";"152";"7";"1"
"Marketing";"Claims";"View";"1";"10";"139";"0";"0"
"Marketing";"Claims";"Edit";"0";"10";"139";"1";"1"
"Marketing";"Claims";"Delete";"0";"10";"139";"2";"1"
"Marketing";"Claims";"Create";"0";"10";"139";"7";"1"
"Marketing";"Claims Documents Upload";"View";"1";"10";"201";"0";"0"
"Marketing";"Claims Documents Upload";"Edit";"1";"10";"201";"1";"0"
"Marketing";"Claims Documents Upload";"Delete";"0";"10";"201";"2";"1"
"Marketing";"Claims Documents Upload";"Create";"1";"10";"201";"7";"0"
"Marketing";"Collections";"View";"1";"10";"170";"0";"0"
"Marketing";"Collections";"Edit";"0";"10";"170";"1";"1"
"Marketing";"Collections";"Delete";"0";"10";"170";"2";"1"
"Marketing";"Collections";"Create";"0";"10";"170";"7";"1"
"Marketing";"Comments";"View";"1";"10";"40";"0";"0"
"Marketing";"Comments";"Edit";"1";"10";"40";"1";"0"
"Marketing";"Comments";"Delete";"0";"10";"40";"2";"1"
"Marketing";"Comments";"Create";"1";"10";"40";"7";"0"
"Marketing";"Contacts";"View";"1";"10";"177";"0";"0"
"Marketing";"Contacts";"Edit";"1";"10";"177";"1";"0"
"Marketing";"Contacts";"Delete";"0";"10";"177";"2";"1"
"Marketing";"Contacts";"Create";"1";"10";"177";"7";"0"
"Marketing";"Counties";"View";"1";"10";"173";"0";"0"
"Marketing";"Counties";"Edit";"0";"10";"173";"1";"1"
"Marketing";"Counties";"Delete";"0";"10";"173";"2";"1"
"Marketing";"Counties";"Create";"0";"10";"173";"7";"1"
"Marketing";"Document Types";"View";"1";"10";"161";"0";"0"
"Marketing";"Document Types";"Edit";"0";"10";"161";"1";"1"
"Marketing";"Document Types";"Delete";"0";"10";"161";"2";"1"
"Marketing";"Document Types";"Create";"0";"10";"161";"7";"1"
"Marketing";"Documents";"View";"1";"10";"8";"0";"0"
"Marketing";"Documents";"Edit";"1";"10";"8";"1";"0"
"Marketing";"Documents";"Delete";"0";"10";"8";"2";"1"
"Marketing";"Documents";"Create";"1";"10";"8";"7";"0"
"Marketing";"DotsPBIReports";"View";"1";"10";"184";"0";"0"
"Marketing";"DotsPBIReports";"Edit";"1";"10";"184";"1";"0"
"Marketing";"DotsPBIReports";"Delete";"0";"10";"184";"2";"1"
"Marketing";"DotsPBIReports";"Create";"1";"10";"184";"7";"0"
"Marketing";"Dropbox Destinations";"View";"1";"10";"185";"0";"0"
"Marketing";"Dropbox Destinations";"Edit";"1";"10";"185";"1";"0"
"Marketing";"Dropbox Destinations";"Delete";"0";"10";"185";"2";"1"
