"module";"cvid";"viewname";"is_default";"is_editable";"is_for_widgets";"sequence";"created_by";"sort";"filter";"columns_list";"cvid";"viewname";"setdefault";"setmetrics";"entitytype";"status";"userid";"privileges";"featured";"sequence";"presence";"description";"sort";"color"
"Documents";"563";"ILLEGAL DATA: inconsistent Outside Case vs Claim-&gt;Outside Case";"0";"1";"0";"4";"adminak";"null";""AND .claim ny ''", "AND claim.outside_case ny ''", "AND": [ "OR .outside_case y ''", "OR .outside_case rne 'outside_case:Claims:claim'" ], ";"claim, claim.outside_case, outside_case, modifiedtime, notes_title, filename, documents_status, folderid, document_type, assigned_user_id";"563";"ILLEGAL DATA: inconsistent Outside Case vs Claim-&gt;Outside Case";"0";"0";"Documents";"3";"7";"1";"null";"4";"1";"";"null";""
"Documents";"574";"Activity Reports";"0";"1";"1";"5";"admindb";"null";""AND document_type.document_type e 'Activity Report'"";"createdtime, modifiedtime, notes_title, filename, filesize, documents_status, folderid, document_type, assigned_user_id";"574";"Activity Reports";"0";"1";"Documents";"3";"5";"1";"null";"5";"1";"";"null";""
"Documents";"587";"All + provider";"0";"1";"0";"6";"adminak";"null";""OR .provider e 'Provider 1'", "OR .provider e 'Provider 2'"";"case.case_id, provider, createdtime, modifiedtime, notes_title, filename, documents_status, folderid, document_type, case, assigned_user_id";"587";"All + provider";"0";"0";"Documents";"1";"7";"1";"null";"6";"1";"";"null";""
"Documents";"589";"All + case";"0";"1";"0";"7";"akutowska";"null";"";"case.case_id, createdtime, modifiedtime, notes_title, filename, documents_status, folderid, case, assigned_user_id, email_status";"589";"All + case";"0";"0";"Documents";"1";"44";"1";"null";"7";"1";"";"null";""
"Documents";"595";"All-KK";"0";"1";"0";"8";"adminkk";"null";"";"createdtime, modifiedtime, notes_title, filename, documents_status, folderid, document_type, case, outside_case, assigned_user_id";"595";"All-KK";"0";"0";"Documents";"1";"8";"1";"null";"8";"1";"";"null";""
"Documents";"662";"View only";"0";"1";"0";"9";"adminak";"null";""AND .access_through_provider_portal e 'View only'"";"access_through_provider_portal, notes_title, filename, documents_status, folderid, document_type, case";"662";"View only";"0";"0";"Documents";"1";"7";"1";"null";"9";"1";"";"null";""
"Documents";"678";"SOC";"0";"1";"0";"14";"adminak";"null";""AND .document_type e 'SOC'"";"notes_title, documents_status";"678";"SOC";"0";"0";"Documents";"1";"7";"1";"null";"14";"1";"";"null";""
"Documents";"681";"SOC1";"0";"1";"0";"15";"akutowska";"null";""AND .document_type c 'SOC'", "AND .special-current-role e 'H60'"";"createdtime, modifiedtime, notes_title, filename, documents_status, folderid, document_type, case, assigned_user_id";"681";"SOC1";"0";"0";"Documents";"1";"44";"1";"null";"15";"1";"";"null";""
"Documents";"686";"SOC Documents - Misc. PMC Docs - pree";"0";"1";"0";"16";"Preetham";"null";""AND .document_type c 'SOC Documents'"";"createdtime, modifiedtime, notes_title, filename, filesize, documents_status, folderid, document_type, assigned_user_id";"686";"SOC Documents - Misc. PMC Docs - pree";"0";"0";"Documents";"3";"86";"1";"null";"16";"1";"";"null";""
"DocumentTemplates";"167";"All";"1";"1";"0";"0";"adminmk";"{"document_template_name":"ASC","document_template_variant_name":"ASC"}";"";"mod_name, document_template_name, document_tamplate_doc, result_document_type, result_file_name, document_template_variant_name, condition, convert_result_to_pdf, modifiedtime";"167";"All";"1";"0";"DocumentTemplates";"0";"1";"1";"0";"0";"0";"";"{"document_template_name":"ASC","document_template_variant_name":"ASC"}";""
"DocumentTypes";"171";"All";"1";"1";"0";"0";"adminmk";"{"document_type_path":"ASC"}";"";"document_type_path, document_type, parent_document_type, document_area, sequence_number";"171";"All";"1";"0";"DocumentTypes";"3";"1";"1";"0";"0";"0";"";"{"document_type_path":"ASC"}";""
"DocumentTypes";"297";"All - by mod time";"0";"1";"0";"1";"admindb";"{"modifiedtime":"DESC","createdtime":"DESC","document_type_path":"ASC"}";"";"createdtime, modifiedtime, document_type_path, document_type, parent_document_type, document_area";"297";"All - by mod time";"0";"0";"DocumentTypes";"3";"5";"1";"null";"1";"1";"";"{"modifiedtime":"DESC","createdtime":"DESC","document_type_path":"ASC"}";""
"DocumentTypes";"298";"All - duplicates";"0";"1";"0";"2";"admindb";"{"document_type_path":"ASC"}";"";"modifiedtime, document_type_path, document_type, parent_document_type, document_area";"298";"All - duplicates";"0";"0";"DocumentTypes";"3";"5";"1";"null";"2";"1";"";"{"document_type_path":"ASC"}";""
"DropboxDestinations";"292";"All";"1";"1";"0";"0";"adminmk";"{"dropbox_destination_name":"ASC"}";"";"dropbox_destination_name, dropbox_destination_folder, modifiedtime, assigned_user_id";"292";"All";"1";"0";"DropboxDestinations";"3";"1";"1";"0";"0";"0";"";"{"dropbox_destination_name":"ASC"}";""
"EmailTemplates";"105";"All";"1";"1";"0";"0";"adminmk";"{"name":"ASC"}";"";"module_name, email_template_type, name, subject, content, email_to, email_from, modifiedtime, is_default";"105";"All";"1";"0";"EmailTemplates";"3";"1";"1";"0";"0";"0";"";"{"name":"ASC"}";""
"EmailTemplates";"212";"More info";"0";"1";"0";"1";"adminak";"{"name":"ASC"}";"";"condition, number, name, email_template_type, subject";"212";"More info";"0";"0";"EmailTemplates";"1";"7";"1";"null";"1";"1";"";"{"name":"ASC"}";""
"EmailTemplates";"540";"Full info";"0";"1";"0";"2";"admindb";"null";"";"email_template_type, module_name, email_from, email_to, email_cc, name, subject, condition, content, having_document_type, having_email_status, number";"540";"Full info";"0";"0";"EmailTemplates";"3";"5";"1";"null";"2";"1";"";"null";""
"Faq";"28";"All";"1";"0";"0";"null";"adminmk";"";"";"modifiedtime, subject, category, faqstatus, featured, assigned_user_id";"28";"All";"1";"0";"Faq";"0";"1";"0";"0";"null";"0";"";"";""
"FBookkeeping";"88";"All";"1";"1";"0";"null";"adminmk";"";"";"subject, related_to, createdtime, assigned_user_id, number";"88";"All";"1";"0";"FBookkeeping";"0";"1";"1";"0";"null";"0";"null";"";""
"FCorectingInvoice";"101";"All";"1";"1";"0";"null";"adminmk";"";"";"subject, number, accountid, assigned_user_id, saledate";"101";"All";"1";"0";"FCorectingInvoice";"0";"1";"1";"0";"null";"0";"null";"";""
"FInvoice";"89";"All";"1";"1";"0";"null";"adminmk";"";"";"subject, number, finvoice_type, accountid, assigned_user_id, saledate";"89";"All";"1";"0";"FInvoice";"0";"1";"1";"0";"null";"0";"null";"";""
"FInvoiceCost";"108";"All";"1";"1";"0";"0";"adminmk";"";"";"subject, finvoicecost_paymentstatus, number, assigned_user_id, saledate, payment_methods";"108";"All";"1";"0";"FInvoiceCost";"0";"1";"1";"0";"0";"0";"";"";""
"FInvoiceProforma";"93";"All";"1";"1";"0";"null";"adminmk";"";"";"accountid, finvoiceproforma_status, subject, assigned_user_id, number, createdtime";"93";"All";"1";"0";"FInvoiceProforma";"0";"1";"1";"0";"null";"0";"null";"";""
"HelpDesk";"13";"All";"1";"0";"0";"null";"adminmk";"";"";"ticket_title, parent_id, ticketstatus, ticketpriorities, assigned_user_id";"13";"All";"1";"0";"HelpDesk";"0";"1";"0";"0";"null";"0";"null";"";""
"HelpInfo";"565";"All";"1";"1";"0";"0";"adminmk";"null";"";"module_label, field_location, field_label, help_info";"565";"All";"1";"0";"HelpInfo";"3";"1";"1";"0";"0";"0";"";"null";""
"HelpInfo";"566";"Only described fields";"0";"1";"0";"1";"admindb";"null";""AND .help_info ny ''", "AND .help_info n '---'"";"module_label, field_location, field_label, help_info";"566";"Only described fields";"0";"0";"HelpInfo";"3";"5";"1";"null";"1";"1";"";"null";""
"HOClaimedInvoices";"306";"All";"1";"1";"0";"0";"adminmk";"null";"";"ho_claimed_invoice_name, invoice_date, invoice_value, prior_collections, type_of_job, case, createdtime";"306";"All";"1";"0";"HOClaimedInvoices";"3";"1";"1";"0";"0";"0";"";"null";""
"HolidaysEntitlement";"72";"All";"1";"1";"0";"null";"adminmk";"";"";"ossemployeesid, holidaysentitlement_year, days, assigned_user_id, createdtime, modifiedtime";"72";"All";"1";"0";"HolidaysEntitlement";"0";"1";"1";"0";"null";"0";"null";"";""
"Ideas";"69";"All";"1";"1";"0";"null";"adminmk";"";"";"subject, ideasstatus, assigned_user_id, createdtime, modifiedtime";"69";"All";"1";"0";"Ideas";"0";"1";"1";"0";"null";"0";"null";"";""
"IGDN";"94";"All";"1";"1";"0";"null";"adminmk";"";"";"subject, number, storageid, assigned_user_id, createdtime";"94";"All";"1";"0";"IGDN";"0";"1";"1";"0";"null";"0";"null";"";""
"IGDNC";"103";"All";"1";"1";"0";"null";"adminmk";"";"";"subject, igdnc_status, number, storageid, assigned_user_id, createdtime";"103";"All";"1";"0";"IGDNC";"0";"1";"1";"0";"null";"0";"null";"";""
"IGIN";"96";"All";"1";"1";"0";"null";"adminmk";"";"";"subject, number, storageid, assigned_user_id, createdtime";"96";"All";"1";"0";"IGIN";"0";"1";"1";"0";"null";"0";"null";"";""
"IGRN";"92";"All";"1";"1";"0";"null";"adminmk";"";"";"subject, vendorid, number, assigned_user_id, acceptance_date, createdtime";"92";"All";"1";"0";"IGRN";"0";"1";"1";"0";"null";"0";"null";"";""
"IGRNC";"102";"All";"1";"1";"0";"null";"adminmk";"";"";"subject, vendorid, number, assigned_user_id, acceptance_date, createdtime";"102";"All";"1";"0";"IGRNC";"0";"1";"1";"0";"null";"0";"null";"";""
"IIDN";"95";"All";"1";"1";"0";"null";"adminmk";"";"";"subject, number, storageid, assigned_user_id, createdtime";"95";"All";"1";"0";"IIDN";"0";"1";"1";"0";"null";"0";"null";"";""
"IncidentRegister";"115";"All";"1";"1";"0";"0";"adminmk";"null";"";"name, assigned_user_id, incidentregister_type, incidentregister_status, datasetregisterid, locationregisterid, peoplne_number";"115";"All";"1";"0";"IncidentRegister";"0";"1";"1";"0";"0";"0";"";"null";""
"InsuranceCompanies";"185";"All";"1";"1";"0";"0";"adminmk";"{"insurance_company_name":"ASC"}";"";"insurance_company_name, force_place_carrier, in_good_standing, block_ic, email, email_for_voluntary_collection, email_for_litigation, www";"185";"All";"1";"0";"InsuranceCompanies";"0";"1";"1";"0";"0";"0";"";"{"insurance_company_name":"ASC"}";""
"InsuranceCompanies";"554";"All - Ins Dup";"0";"1";"0";"1";"Preetham";"null";"";"insurance_company_name, force_place_carrier, in_good_standing, email, email_for_voluntary_collection, email_for_litigation, www";"554";"All - Ins Dup";"0";"0";"InsuranceCompanies";"1";"86";"1";"null";"1";"1";"";"null";""
"InsuranceCompanyAliases";"216";"All";"1";"1";"0";"0";"---";"{"insurance_company":"ASC","insurance_company_alias":"ASC"}";"";"insurance_company, insurance_company_alias, modifiedtime, created_user_id";"216";"All";"1";"0";"InsuranceCompanyAliases";"0";"18";"1";"0";"0";"0";"";"{"insurance_company":"ASC","insurance_company_alias":"ASC"}";""
"Insureds";"183";"All";"1";"1";"0";"0";"adminmk";"";"";"createdtime, insured_name, street, city, state, zip, e_mail, phone, www";"183";"All";"1";"0";"Insureds";"3";"1";"1";"0";"0";"0";"";"";""
"Insureds";"230";"Full View";"0";"1";"0";"1";"admindb";"null";"";"number, createdtime, modifiedtime, insured_name, insured1_first_name, insured1_last_name, phone, street, zip, city, county, state, e_mail, www, build_name_automatically, insured2_first_name, insured2_last_name, insured3_first_name, insured3_last_name, insured4_first_name, insured4_last_name, phone_extra";"230";"Full View";"0";"0";"Insureds";"3";"5";"1";"null";"1";"1";"";"null";""
"Insureds";"521";"Duplicates by address";"0";"1";"0";"4";"admindb";"{"street":"ASC","zip":"ASC","insured_name":"ASC","number":"ASC"}";"";"street, zip, insured_name, phone, city, state, e_mail, www, county, phone_extra, insured1_first_name, insured1_last_name, insured2_first_name, insured2_last_name, insured3_first_name, insured3_last_name, insured4_first_name, insured4_last_name";"521";"Duplicates by address";"0";"0";"Insureds";"3";"5";"1";"null";"4";"1";"";"{"street":"ASC","zip":"ASC","insured_name":"ASC","number":"ASC"}";""
"Insureds";"522";"Duplicates by name";"0";"1";"0";"5";"admindb";"{"insured_name":"ASC","number":"ASC"}";"";"insured_name, street, zip, phone, city, state, e_mail, www, phone_extra, insured1_first_name, insured1_last_name, insured2_first_name, insured2_last_name, insured3_first_name, insured3_last_name, insured4_first_name, insured4_last_name, county";"522";"Duplicates by name";"0";"0";"Insureds";"3";"5";"1";"null";"5";"1";"";"{"insured_name":"ASC","number":"ASC"}";""
"Insureds";"524";"Duplicates by email";"0";"1";"0";"6";"admindb";"{"e_mail":"ASC","number":"ASC"}";"";"e_mail, insured_name, street, zip, phone, city, state, www, phone_extra, insured1_first_name, insured1_last_name, insured2_first_name, insured2_last_name, insured3_first_name, insured3_last_name, insured4_first_name, insured4_last_name, county";"524";"Duplicates by email";"0";"0";"Insureds";"3";"5";"1";"null";"6";"1";"";"{"e_mail":"ASC","number":"ASC"}";""
"Investors";"139";"All";"1";"1";"0";"0";"adminmk";"null";"";"investor_name, phone, e_mail, zip, city, state, is_active";"139";"All";"1";"0";"Investors";"3";"1";"1";"0";"0";"0";"";"null";""
"Investors";"693";"Active Investors";"0";"1";"0";"1";"adminak";"null";""AND .is_active e '1'"";"investor_name, phone, e_mail, zip, city, state";"693";"Active Investors";"0";"0";"Investors";"3";"7";"1";"null";"1";"1";"";"null";""
"IPreOrder";"97";"All";"1";"1";"0";"null";"adminmk";"";"";"subject, number, storageid, assigned_user_id, createdtime";"97";"All";"1";"0";"IPreOrder";"0";"1";"1";"0";"null";"0";"null";"";""
"ISTDN";"98";"All";"1";"1";"0";"null";"adminmk";"";"";"subject, accountid, number, assigned_user_id, acceptance_date, createdtime";"98";"All";"1";"0";"ISTDN";"0";"1";"1";"0";"null";"0";"null";"";""
"ISTN";"99";"All";"1";"1";"0";"null";"adminmk";"";"";"subject, number, assigned_user_id, estimated_date, createdtime";"99";"All";"1";"0";"ISTN";"0";"1";"1";"0";"null";"0";"null";"";""
"IStorages";"91";"All";"1";"1";"0";"null";"adminmk";"";"";"subject, storage_status, storage_type, parentid, assigned_user_id, createdtime";"91";"All";"1";"0";"IStorages";"0";"1";"1";"0";"null";"0";"null";"";""
"ISTRN";"100";"All";"1";"1";"0";"null";"adminmk";"";"";"subject, vendorid, number, assigned_user_id, acceptance_date, createdtime";"100";"All";"1";"0";"ISTRN";"0";"1";"1";"0";"null";"0";"null";"";""
"Judges";"194";"All";"1";"1";"0";"0";"adminmk";"{"judge_name":"ASC"}";"";"judge_name, court_type, is_aaa, email, phone, phone_extra, fax, modifiedtime";"194";"All";"1";"0";"Judges";"0";"1";"1";"0";"0";"0";"";"{"judge_name":"ASC"}";""
"KnowledgeBase";"90";"All";"1";"1";"0";"null";"adminmk";"";"";"subject, category, knowledgebase_status, featured, assigned_user_id, modifiedtime";"90";"All";"1";"0";"KnowledgeBase";"0";"1";"1";"0";"null";"0";"";"";""
"LawFirmAliases";"526";"All";"1";"1";"0";"0";"adminmk";"{"law_firm":"ASC","law_firm_alias":"ASC"}";"";"law_firm_alias, number, createdtime, assigned_user_id";"526";"All";"1";"0";"LawFirmAliases";"0";"1";"1";"0";"0";"0";"null";"{"law_firm":"ASC","law_firm_alias":"ASC"}";""
"LawFirms";"525";"All";"1";"1";"0";"0";"adminmk";"{"law_firm_name":"ASC"}";"";"law_firm_name, number, email, portal_is_active, createdtime, modifiedtime";"525";"All";"1";"0";"LawFirms";"3";"1";"1";"0";"0";"0";"";"{"law_firm_name":"ASC"}";""
"LawFirms";"661";"LF Portal users’ e-mails";"0";"1";"0";"1";"adminak";"null";"";"portal_activation_link, law_firm_name, email, available_in_provider_portal, lf_portal_users_e_mails";"661";"LF Portal users’ e-mails";"0";"0";"LawFirms";"1";"7";"1";"null";"1";"1";"";"null";""
"Leads";"1";"All";"1";"0";"0";"null";"adminmk";"";"";"company, leadstatus, industry, phone, website, email, assigned_user_id";"1";"All";"1";"0";"Leads";"0";"1";"0";"0";"null";"0";"null";"";""
"LeadsDOT";"203";"All";"1";"1";"0";"0";"adminmk";"null";"";"name, person_company, email, leads_status, note, modifiedtime";"203";"All";"1";"0";"LeadsDOT";"3";"1";"1";"0";"0";"0";"";"null";""
"LeadsDOT";"534";"Test";"0";"1";"0";"1";"adminkk";"null";"";"email, name, address, person_company";"534";"Test";"0";"0";"LeadsDOT";"1";"8";"1";"null";"1";"1";"";"null";"#E91E63"
"LettersIn";"75";"All";"1";"1";"0";"null";"adminmk";"";"";"number, title, assigned_user_id, createdtime, lin_type_ship, lin_type_doc";"75";"All";"1";"0";"LettersIn";"0";"1";"1";"0";"null";"0";"null";"";""
"LettersOut";"76";"All";"1";"1";"0";"null";"adminmk";"";"";"number, title, assigned_user_id, createdtime, lout_type_ship, lout_type_doc";"76";"All";"1";"0";"LettersOut";"0";"1";"1";"0";"null";"0";"null";"";""
"LitigationContacts";"548";"All";"1";"1";"0";"0";"adminmk";"{"name":"ASC","email":"ASC"}";"";"name, email";"548";"All";"1";"0";"LitigationContacts";"0";"1";"1";"0";"0";"0";"";"{"name":"ASC","email":"ASC"}";""
"LitigationCosts";"302";"All";"1";"1";"0";"0";"adminmk";"{"createdtime":"DESC"}";"";"litigation_cost_name, litigation_cost_amount, createdtime, modifiedtime, case";"302";"All";"1";"0";"LitigationCosts";"3";"1";"1";"0";"0";"0";"";"{"createdtime":"DESC"}";""
"LocationRegister";"114";"All";"1";"1";"0";"0";"adminmk";"null";"";"name, assigned_user_id, locationregister_status, parent_id, city";"114";"All";"1";"0";"LocationRegister";"0";"1";"1";"0";"0";"0";"";"null";""
"Locations";"120";"All";"1";"1";"0";"0";"adminmk";"";"";"addresslevel2a, addresslevel5a, subject, addresslevel8a, capacity, phone, email, phone_extra, assigned_user_id";"120";"All";"1";"0";"Locations";"0";"1";"1";"0";"0";"0";"";"";""
"ModComments";"42";"All";"0";"0";"0";"null";"adminmk";"";"";"commentcontent, related_to, modifiedtime, assigned_user_id";"42";"All";"0";"0";"ModComments";"0";"1";"0";"0";"null";"0";"null";"";""
"MortgageCompanies";"544";"All";"1";"1";"0";"0";"adminmk";"null";"";"name, zip, city, state, modifiedtime, modifiedby";"544";"All";"1";"0";"MortgageCompanies";"0";"1";"1";"0";"0";"0";"";"null";""
"MultiCompany";"111";"All";"1";"1";"0";"0";"adminmk";"null";"";"company_name, mulcomp_status, email1, phone, vat, addresslevel5a, assigned_user_id";"111";"All";"1";"0";"MultiCompany";"0";"1";"1";"0";"0";"0";"";"null";""
"Notification";"104";"LBL_UNREAD";"1";"1";"0";"1";"adminmk";"null";""AND .notification_status e 'PLL_UNREAD'"";"createdtime, title, description, assigned_user_id";"104";"LBL_UNREAD";"1";"0";"Notification";"3";"1";"1";"0";"1";"0";"";"null";""
"Notification";"206";"All";"0";"1";"0";"2";"adminak";"null";"";"createdtime, notification_status, title, description, assigned_user_id";"206";"All";"0";"0";"Notification";"0";"7";"1";"null";"2";"1";"";"null";""
"Notification";"264";"aaa";"0";"1";"0";"3";"adminak";"null";"";"createdtime, title, assigned_user_id, portfolio, claim, case, portfolio_purchase, provider, collection, claim_collection, insured, description";"264";"aaa";"0";"0";"Notification";"1";"7";"1";"null";"3";"1";"";"null";""
"Notification";"532";"Mine unread";"0";"1";"0";"4";"admindb";"{"createdtime":"ASC"}";""AND .notification_status e 'PLL_UNREAD'", "AND .assigned_user_id om ''"";"createdtime, title, description, assigned_user_id";"532";"Mine unread";"0";"0";"Notification";"3";"5";"1";"1";"4";"1";"";"{"createdtime":"ASC"}";""
"Notification";"533";"Mine";"0";"1";"0";"5";"admindb";"{"createdtime":"DESC"}";""AND .assigned_user_id om ''"";"createdtime, notification_status, title, description";"533";"Mine";"0";"0";"Notification";"3";"5";"1";"null";"5";"1";"";"{"createdtime":"DESC"}";""
"Occurrences";"121";"All";"1";"1";"0";"0";"adminmk";"";"";"topic, occurrences_type, date_start, date_end, locationid, participants, assigned_user_id";"121";"All";"1";"0";"Occurrences";"0";"1";"1";"0";"0";"0";"";"";""
"OSSEmployees";"56";"All";"1";"0";"0";"null";"adminmk";"";"";"last_name, name, employee_status, multicompanyid, assigned_user_id, createdtime, modifiedtime";"56";"All";"1";"0";"OSSEmployees";"0";"1";"0";"0";"null";"0";"";"";""
"OSSMailView";"50";"All";"1";"0";"0";"null";"adminmk";"";"";"createdtime, from_email, to_email, subject, ossmailview_sendtype, attachments_exist, shownerid, assigned_user_id";"50";"All";"1";"0";"OSSMailView";"0";"1";"0";"0";"null";"0";"";"";""
"OSSOutsourcedServices";"52";"All";"1";"0";"0";"null";"adminmk";"";"";"productname, osservicesstatus, pscategory, dateinservice, parent_id";"52";"All";"1";"0";"OSSOutsourcedServices";"0";"1";"0";"0";"null";"0";"null";"";""
"OSSPasswords";"55";"All";"1";"0";"0";"null";"adminmk";"";"";"osspassword_no, passwordname, username, password, link_adres, description";"55";"All";"1";"0";"OSSPasswords";"0";"1";"0";"0";"null";"0";"null";"";""
"OSSSoldServices";"53";"All";"1";"0";"0";"null";"adminmk";"";"";"productname, serviceid, parent_id, ssservicesstatus, dateinservice";"53";"All";"1";"0";"OSSSoldServices";"0";"1";"0";"0";"null";"0";"null";"";""
"OSSTimeControl";"49";"All";"1";"0";"0";"null";"adminmk";"";"";"name, date_start, time_start, due_date, time_end, assigned_user_id";"49";"All";"1";"0";"OSSTimeControl";"0";"1";"0";"0";"null";"0";"null";"";""
"OutsideCases";"284";"All";"1";"1";"0";"0";"adminmk";"null";"";"ho_law_firm.law_firm_name, createdtime, outside_case_id, otc_final_status, type_of_claim, claim_number, outside_case_number, date_of_loss, first_notice_of_loss, service_types, provider, litigation_status, litigation_status_other, types_of_services, note, insured, policy_number, insurance_company, total_bill_amount, pmc_collections_limit, total_collections, total_balance, total_hurdle, lock_automation, ho_law_firm, ho_attorney, aob_dtp_attorney, assigned_user_id";"284";"All";"1";"0";"OutsideCases";"3";"1";"1";"0";"0";"0";"";"null";""
"OutsourcedProducts";"54";"All";"1";"0";"0";"null";"adminmk";"";"";"productname, oproductstatus, pscategory, parent_id, dateinservice";"54";"All";"1";"0";"OutsourcedProducts";"0";"1";"0";"0";"null";"0";"null";"";""
"PartialSettlements";"551";"All";"1";"1";"0";"0";"adminmk";"null";"";"provider, public_adjuster, settled_by, settlement_amount, attorneys_fees_and_costs, total_settlement, settlement_date, release, case";"551";"All";"1";"0";"PartialSettlements";"3";"1";"1";"0";"0";"0";"";"null";""
"Partners";"86";"All";"1";"1";"0";"null";"adminmk";"";"";"subject, email, category, vat_id, assigned_user_id, createdtime";"86";"All";"1";"0";"Partners";"0";"1";"1";"0";"null";"0";"null";"";""
"PartnersPortalActivity";"592";"All";"1";"1";"0";"0";"adminmk";"null";"";"event_time, login_id, event_type, session_id, details";"592";"All";"1";"0";"PartnersPortalActivity";"3";"1";"1";"0";"0";"0";"";"null";""
"Payments";"141";"All";"1";"1";"0";"0";"adminmk";"null";"";"payment_date, provider, portfolio, claim, payment_name, payment_method, payment_direction, payment_value, buyback_value, pdss_payment_status";"141";"All";"1";"0";"Payments";"3";"1";"1";"0";"0";"0";"";"null";""
"Payments";"150";"All in Claim";"0";"1";"0";"1";"admindb";"null";"";"payment_date, payment_name, payment_method, payment_direction, payment_value, pdss_payment_status";"150";"All in Claim";"0";"0";"Payments";"3";"5";"1";"null";"1";"1";"";"null";""
"Payments";"671";"Buybacks - cash";"0";"1";"0";"2";"admindb";"null";""AND .buyback_value g '0'", "AND .portfolio_purchase y ''"";"payment_date, provider, portfolio, claim, payment_name, payment_method, payment_direction, payment_value, buyback_value, pdss_payment_status";"671";"Buybacks - cash";"0";"0";"Payments";"3";"5";"1";"null";"2";"1";"";"null";""
"Payments";"672";"Buybacks - swap";"0";"1";"0";"3";"admindb";"null";""AND .buyback_value g '0'", "AND .portfolio_purchase ny ''"";"payment_date, provider, portfolio, claim, payment_name, payment_method, payment_direction, payment_value, buyback_value, pdss_payment_status";"672";"Buybacks - swap";"0";"0";"Payments";"3";"5";"1";"null";"3";"1";"";"null";""
"PaymentsIn";"73";"All";"1";"1";"0";"null";"adminmk";"";"";"assigned_user_id, createdtime, modifiedtime, paymentsno, paymentsname, paymentsvalue";"73";"All";"1";"0";"PaymentsIn";"0";"1";"1";"0";"null";"0";"null";"";""
"PaymentsOut";"74";"All";"1";"1";"0";"null";"adminmk";"";"";"assigned_user_id, createdtime, modifiedtime, paymentsno, paymentsname, paymentsvalue";"74";"All";"1";"0";"PaymentsOut";"0";"1";"1";"0";"null";"0";"null";"";""
"Placeholders";"177";"All";"1";"1";"0";"0";"adminmk";"{"placeholder":"ASC","mod_name":"ASC"}";"";"placeholder, mod_name, result_text, placeholder_category";"177";"All";"1";"0";"Placeholders";"0";"1";"1";"0";"0";"0";"";"{"placeholder":"ASC","mod_name":"ASC"}";""
"Placeholders";"178";"Email Addresses";"0";"1";"0";"1";"admindb";"{"placeholder":"ASC","mod_name":"ASC"}";""AND .placeholder_category e 'Email Address'"";"placeholder, mod_name, result_text, placeholder_category";"178";"Email Addresses";"0";"0";"Placeholders";"3";"5";"1";"null";"1";"1";"";"{"placeholder":"ASC","mod_name":"ASC"}";""
"Placeholders";"575";"All db";"0";"1";"0";"2";"admindb";"null";"";"createdtime, created_user_id, modifiedtime, placeholder, mod_name, result_text, placeholder_category";"575";"All db";"0";"0";"Placeholders";"1";"5";"1";"null";"2";"1";"";"null";""
"PortfolioPurchases";"162";"All";"1";"1";"0";"0";"adminmk";"{"portfolio_purchase_name":"ASC"}";"";"createdtime, provider, portfolio, portfolio_purchase_name, program, investor, portfolio_purchase_status, purchase_date, purchase_value, total_number_of_claims, total_claim_value, adjusted_claim_value, assigned_user_id";"162";"All";"1";"0";"PortfolioPurchases";"0";"1";"1";"0";"0";"0";"";"{"portfolio_purchase_name":"ASC"}";""
"PortfolioPurchases";"209";"All - only New or For approval";"0";"1";"0";"1";"admindb";"null";""OR .portfolio_purchase_status e 'New'"";"provider, portfolio, portfolio_purchase_name, program, investor, portfolio_purchase_status, purchase_date, purchase_value, total_number_of_claims, total_claim_value, adjusted_claim_value, assigned_user_id";"209";"All - only New or For approval";"0";"0";"PortfolioPurchases";"3";"5";"1";"null";"1";"1";"";"null";""
"PortfolioPurchases";"213";"All in Portfolio";"0";"1";"0";"2";"---";"{"number":"ASC"}";"";"portfolio_purchase_name, purchase_date, purchase_value, total_number_of_claims, total_claim_value, adjusted_claim_value";"213";"All in Portfolio";"0";"0";"PortfolioPurchases";"3";"18";"1";"null";"2";"1";"";"{"number":"ASC"}";""
"PortfolioPurchases";"232";"Test2";"0";"1";"0";"5";"ian.molina";"null";"";"portfolio, portfolio_purchase_name, purchase_date, provider, portfolio.program, total_number_of_claims, total_claim_value, adjusted_claim_value, purchase_value, portfolio.total_voluntary_collections, portfolio.total_presuit_collections, portfolio.total_litigated_collections, portfolio.total_buybacks, portfolio.total_collections, portfolio.total_balance_owed, portfolio.portfolio_write_off, portfolio.total_profit, portfolio.hurdle, portfolio.hurdle_percent, portfolio.total_reserves_released";"232";"Test2";"0";"0";"PortfolioPurchases";"1";"19";"1";"null";"5";"1";"";"null";""
"PortfolioPurchases";"258";"Status";"0";"1";"1";"6";"adminak";"null";""OR .portfolio_purchase_status e 'New'", "OR .portfolio_purchase_status e 'Purchased'", "OR .portfolio_purchase_status e 'Funded'"";"provider, portfolio, portfolio_purchase_name, program, investor, portfolio_purchase_status, purchase_date, purchase_value, total_number_of_claims, total_claim_value, adjusted_claim_value";"258";"Status";"0";"1";"PortfolioPurchases";"3";"7";"1";"null";"6";"1";"";"null";""
